Route ID,Origin,Destination,Summary,Via
Bhavnagar-Nadiad-Route-2-Ahmedabad - Dholera ,Bhavnagar,Nadiad,Ahmedabad - Dholera Expy and NH 751,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Nadiad-Route-3-NH 47,Bhavnagar,Nadiad,NH 47,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Patan-Route-1-Ahmedabad - Palanpur,Bhavnagar,Patan,Ahmedabad - Palanpur Highway Rd/Ahmedabad - Patan Highway Rd,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Patan-Route-2-GJ SH 7,Bhavnagar,Patan,GJ SH 7,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Morbi-Route-1-NH 47,Bhavnagar,Morbi,NH 47,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Morbi-Route-2-NH51 and Bhavnagar -,Bhavnagar,Morbi,NH51 and Bhavnagar - Rajkot Rd,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Morbi-Route-3-GJ SH 31,Bhavnagar,Morbi,GJ SH 31,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Bharuch-Route-1-NE 4,Bhavnagar,Bharuch,NE 4,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Bharuch-Route-2-NH 751,Bhavnagar,Bharuch,NH 751,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Bhavnagar-Bharuch-Route-3-NH 751 and NE 4,Bhavnagar,Bharuch,NH 751 and NE 4,"Turn right at Jai Jhulelal Chowk onto Waghawadi Rd.<div style=""font-size:0.9em"">Pass by Tng The New Generation (on the left)</div> → Head east on Kabristan Masjid Rd → Turn left at Sun Photovoltaic Solar → At Rubber Factory Cir, take the 1st exit<div style=""font-size:0.9em"">Drive along Naanu Jawahar Medan (on the right for 170m)</div> → Turn left at Al Khalid Tours<div style=""font-size:0.9em"">Pass by Inarco (on the right)</div>"
Gandhinagar-Ahmedabad-Route-1-Gandhinagar - Ahmeda,Gandhinagar,Ahmedabad,Gandhinagar - Ahmedabad Rd,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Ahmedabad-Route-2-Gandhinagar - Ahmeda,Gandhinagar,Ahmedabad,Gandhinagar - Ahmedabad Rd and Gujarat State Highway 71,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Ahmedabad-Route-3-NH147,Gandhinagar,Ahmedabad,NH147,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Surat-Route-1-NE 1 and NE 4,Gandhinagar,Surat,NE 1 and NE 4,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Vadodara-Route-1-NE 1,Gandhinagar,Vadodara,NE 1,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Vapi-Route-1-NH 48,Gandhinagar,Vapi,NH 48,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Rajkot-Route-1-NH 47,Gandhinagar,Rajkot,NH 47,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Rajkot-Route-2-GJ SH 19,Gandhinagar,Rajkot,GJ SH 19,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Bhavnagar-Route-1-NH 47,Gandhinagar,Bhavnagar,NH 47,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Junagadh-Route-1-NH 47 and NH 27,Gandhinagar,Junagadh,NH 47 and NH 27,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Junagadh-Route-2-NH 27,Gandhinagar,Junagadh,NH 27,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Kutch-Route-1-NH 754K,Gandhinagar,Kutch,NH 754K,"Head northwest<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn left at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Turn left onto Rd Number 3<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Nitin Cloth Store (on the left in 350m)</div>"
Gandhinagar-Kutch-Route-2-Radhanpur Rd and NH ,Gandhinagar,Kutch,Radhanpur Rd and NH 754K,"Head northwest<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn left at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Turn left onto Rd Number 3<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Nitin Cloth Store (on the left in 350m)</div>"
Gandhinagar-Kutch-Route-3-GJ SH 7,Gandhinagar,Kutch,GJ SH 7,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
"Gandhinagar-Navsari-Route-1-NE 1, NE 4 and NH 48",Gandhinagar,Navsari,"NE 1, NE 4 and NH 48","Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Nadiad-Route-1-NE 1,Gandhinagar,Nadiad,NE 1,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Nadiad-Route-2-NH64,Gandhinagar,Nadiad,NH64,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Patan-Route-1-Ahmedabad - Palanpur,Gandhinagar,Patan,Ahmedabad - Palanpur Highway Rd/Ahmedabad - Patan Highway Rd,"Head northwest<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn left at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Turn left onto Rd Number 3<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Nitin Cloth Store (on the left in 350m)</div>"
Gandhinagar-Patan-Route-2-Gandhinagar Link Rd,Gandhinagar,Patan,Gandhinagar Link Rd,"Head northwest<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn left at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Turn left onto Rd Number 3<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Nitin Cloth Store (on the left in 350m)</div>"
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,"Head northwest<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn left at Block D<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Turn left onto Rd Number 3<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Nitin Cloth Store (on the left in 350m)</div>"
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Gandhinagar-Bharuch-Route-2-NH64 and NE 4,Gandhinagar,Bharuch,NH64 and NE 4,"Turn right<div style=""font-size:0.9em"">Pass by Block no. C 13 VIR BHAGATSINH NAGAR (on the right)</div> → Turn left at Block D → Turn left<div style=""font-size:0.9em"">Restricted usage road</div> → Head southeast<div style=""font-size:0.9em"">Restricted usage road</div> → Turn right<div style=""font-size:0.9em"">Restricted usage road</div>"
Junagadh-Ahmedabad-Route-1-NH 27 and NH 47,Junagadh,Ahmedabad,NH 27 and NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Ahmedabad-Route-2-GJ SH 1,Junagadh,Ahmedabad,GJ SH 1,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Ahmedabad-Route-3-GJ SH 36,Junagadh,Ahmedabad,GJ SH 36,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
